teamName,year,division,village,grandPrizeLevel,top10,medal,specialPrizes,villageAwards
"Tianjin","2025","Graduate","Fashion & Cosmetics","","false","","Best New Composite Part (Winner)",""
"Toronto","2025","Graduate","Therapeutics","Top 10","true","Gold","Best Model (Nominee)","Best Therapeutics (Winner)"
"Tsinghua","2025","Undergraduate","Bioremediation","","false","Gold","Best Sustainable Development Impact (Nominee)",""
"Tsukuba","2025","Undergraduate","Software & AI","","false","Gold","Safety and Security Award (Nominee)",""
"TU-Dresden","2025","Graduate","Foundational Advance","","false","Gold","Best Software Tool (Nominee)",""
"TU-Eindhoven","2025","Undergraduate","Diagnostics","","false","Gold","Best Presentation (Winner) | Best Wiki (Nominee) | Best Integrated Human Practices (Nominee) | Best Entrepreneurship (Nominee)","Best Diagnostics (Nominee)"
"TUDarmstadt","2025","Graduate","Space","","false","Gold","Best New Basic Part (Nominee) | Best New Composite Part (Nominee) | Best Hardware (Winner) | Best Presentation (Nominee)","Best Space (Nominee)"
"UBC-Vancouver","2025","Undergraduate","Space","","false","Gold","Best Software Tool (Nominee)","Best Space (Nominee)"
"UCalgary","2025","Undergraduate","Infectious Diseases","","false","Gold","Safety and Security Award (Winner)",""
"UCS-A","2025","High School","Therapeutics","","false","Gold","Best Hardware (Nominee)",""
"UiOslo-Norway","2025","Graduate","Diagnostics","","false","Gold","Best New Basic Part (Nominee) | Best Wiki (Nominee)",""
"UNICAMP-Brazil","2025","Graduate","Food & Nutrition","Top 10","true","Gold","Best Presentation (Nominee) | Best Integrated Human Practices (Nominee) | Best Entrepreneurship (Nominee)","Best Food & Nutrition (Winner)"
"UNILausanne","2025","Graduate","Biomanufacturing","Top 10","true","Gold","Best Education (Nominee) | Best Wiki (Nominee) | Best Entrepreneurship (Winner)","Best Biomanufacturing (Nominee)"
"UniMuenster","2025","Graduate","Infectious Diseases","","false","Gold","Best Education (Nominee) | Best Integrated Human Practices (Nominee)",""
"UOttawa","2025","Undergraduate","Infectious Diseases","","false","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)","Best Infectious Diseases (Nominee)"
"Uprize-I","2025","High School","Agriculture","1st Runner-up","true","Gold","Best Measurement (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee) | Best Integrated Human Practices (Nominee) | Safety and Security Award (Winner) | iGEMers Prize (Winner)","Best HS Village (Agriculture/Food/Fashion/Art) (Winner)"
"USherbrooke","2025","Undergraduate","Climate Crisis","","false","Bronze","Best Presentation (Nominee)",""
"USP-Brazil","2025","Graduate","Biomanufacturing","","false","Gold","Inclusivity Award (Winner)","Best Biomanufacturing (Nominee)"
"UTDallas","2025","Undergraduate","Biomanufacturing","","false","Gold","","Best Biomanufacturing (Nominee)"
"WageningenUR","2025","Graduate","Biomanufacturing","Top 10","true","Gold","Best Part Collection (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee) | Best Integrated Human Practices (Winner) | Best Entrepreneurship (Winner)","Best Biomanufacturing (Winner)"
"WLSA-ShanghaiAcademy","2025","High School","Therapeutics","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Integrated Human Practices (Nominee)","Best HS Village (Infectious/Therapeutics/Diagnostics/Oncology) (Nominee)"
"XJTLU-CHINA","2025","Undergraduate","Conservation","","false","Gold","","Best Conservation (Nominee)"
"XJTLU-Science-China","2025","Undergraduate","Oncology","Top 10","true","Gold","Best New Composite Part (Winner) | Best Wiki (Nominee)","Best Oncology (Nominee)"
"XJTLU-Software","2025","Undergraduate","Software & AI","","false","Silver","","Best Software & AI (Nominee)"
"XMU-China","2025","Undergraduate","Food & Nutrition","","false","Gold","Best Presentation (Nominee)","Best Food & Nutrition (Nominee)"
